LAMMPS data file via write_data, version 3 Mar 2020, timestep = 100

500 atoms
1 atom types

0.0000000000000000e+00 8.3979809569125372e+00 xlo xhi
0.0000000000000000e+00 8.3979809569125372e+00 ylo yhi
0.0000000000000000e+00 8.3979809569125372e+00 zlo zhi

Masses

1 1



Atoms # atomic

1	1	1.23E-01	8.39E+00	8.32E+00	0	-1	-1
2	1	8.32E-01	7.89E-01	2.61E-02	0	0	0
3	1	8.29E-01	8.32E+00	8.47E-01	0	-1	0
4	1	1.68E-01	8.84E-01	1.12E+00	0	0	0
5	1	1.84E+00	2.69E-01	5.07E-02	0	0	0
6	1	2.49E+00	1.03E+00	1.50E-02	0	0	0
7	1	2.69E+00	1.33E-01	5.84E-01	0	0	0
8	1	2.03E+00	6.74E-01	1.01E+00	0	0	0
9	1	3.46E+00	1.35E-01	8.23E+00	0	0	-1
10	1	4.04E+00	1.11E+00	8.15E+00	0	0	-1
11	1	4.19E+00	4.49E-02	8.29E-01	0	0	0
12	1	3.65E+00	9.14E-01	7.00E-01	0	0	0
13	1	4.95E+00	8.25E+00	7.54E-02	0	-1	0
14	1	5.56E+00	7.16E-01	7.89E+00	0	0	-1
15	1	5.89E+00	4.11E-02	5.57E-01	0	0	0
16	1	4.93E+00	7.25E-01	8.12E-01	0	0	0
17	1	6.73E+00	8.38E+00	8.13E+00	0	-1	-1
18	1	7.73E+00	7.89E-01	4.89E-02	0	0	0
19	1	7.73E+00	8.25E+00	9.30E-01	0	-1	0
20	1	6.80E+00	5.57E-01	8.40E-01	0	0	0
21	1	2.29E-01	1.61E+00	8.39E+00	0	0	-1
22	1	8.32E-01	2.65E+00	2.44E-02	0	0	0
23	1	1.18E+00	1.54E+00	1.17E+00	0	0	0
24	1	2.59E-01	2.30E+00	1.08E+00	0	0	0
25	1	1.53E+00	1.70E+00	7.90E-02	0	0	0
26	1	2.32E+00	2.59E+00	3.56E-02	0	0	0
27	1	2.48E+00	1.69E+00	8.67E-01	0	0	0
28	1	1.76E+00	2.47E+00	1.02E+00	0	0	0
29	1	3.19E+00	1.91E+00	1.52E-01	0	0	0
30	1	4.17E+00	2.57E+00	3.18E-01	0	0	0
31	1	4.21E+00	1.77E+00	9.05E-01	0	0	0
32	1	3.29E+00	2.54E+00	9.43E-01	0	0	0
33	1	5.09E+00	1.70E+00	2.28E-01	0	0	0
34	1	5.84E+00	2.50E+00	8.18E+00	0	0	-1
35	1	6.13E+00	1.14E+00	3.61E-01	0	0	0
36	1	5.21E+00	2.30E+00	1.05E+00	0	0	0
37	1	7.19E+00	2.13E+00	8.12E+00	0	0	-1
